officename,pincode,Deliverystatus,Taluk,Districtname,statename
Radhakishorepur H.O,799120,Delivery,Radhakishorepur,South Tripura,TRIPURA
Bimangarh S.O,799015,Delivery,Sadar,West Tripura,TRIPURA
Gomti Project S.O,799104,Delivery,NA,South Tripura,TRIPURA
Muhuripur S.O,799142,Delivery,Muhuripur,South Tripura,TRIPURA
Santirbazar S.O,799144,Delivery,Bagafa,South Tripura,TRIPURA
Tripura University S.O,799022,Delivery,Bishalgarh,West Tripura,TRIPURA
Tripureswari Colony S.O,799013,Delivery,Udaipur,South Tripura,TRIPURA
Agartala Aerodrome S.O,799009,Delivery,Mohanpur,West Tripura,TRIPURA
Agartala H.O,799001,Delivery,Sadar,West Tripura,TRIPURA
Agartala ONGC S.O,799014,Delivery,Sadar,West Tripura,TRIPURA
Sabroom S.O,799145,Delivery,Sabroom,South Tripura,TRIPURA
Sidhai S.O,799212,Delivery,Sidhai,West Tripura,TRIPURA
Anini S.O,792101,Delivery,NA,Dibang Valley,ARUNACHAL PRADESH
Daporijo S.O,791122,Delivery,Daporijo,Upper Subansiri,ARUNACHAL PRADESH
Itanagar H.O,791111,Delivery,Itanagar,Papum Pare,ARUNACHAL PRADESH
Likabali S.O,791125,Delivery,Likabali,West Siang,ARUNACHAL PRADESH
Mahadevpur S.O (Lohit),792105,Delivery,Mahadevpur,Lohit,ARUNACHAL PRADESH
Nampong S.O,792123,Delivery,Nampong,Changlang,ARUNACHAL PRADESH
Seijosa S.O,790103,Delivery,Seijosa,East Kameng,ARUNACHAL PRADESH
Jairampur S.O (Changlang),792121,Delivery,Jairampur,Changlang,ARUNACHAL PRADESH
Longding S.O,792131,Delivery,Longding,Tirap,ARUNACHAL PRADESH
Lumla S.O,790106,Delivery,Lumla,Tawang,ARUNACHAL PRADESH
Ranga Nadi Project S.O,791119,Delivery,R N Project,Lower Subansiri,ARUNACHAL PRADESH
Rupa S.O,790003,Delivery,Rupa,West Kameng,ARUNACHAL PRADESH
Seppa S.O,790102,Delivery,Seppa,East Kameng,ARUNACHAL PRADESH
Tawang S.O,790104,Delivery,Tawang,Tawang,ARUNACHAL PRADESH
Tuting S.O,791105,Delivery,Tuting,Upper Siang,ARUNACHAL PRADESH
Ziro S.O,791120,Delivery,Ziro,Lower Subansiri,ARUNACHAL PRADESH
Changlang S.O,792120,Delivery,Changlang,Changlang,ARUNACHAL PRADESH
Jang S.O,790105,Delivery,Tang,Tawang,ARUNACHAL PRADESH
Mebo S.O,791104,Delivery,Mebo,East Siang,ARUNACHAL PRADESH
Banderdewa S.O,791123,Delivery,Banderdewa,Papum Pare,ARUNACHAL PRADESH
Basar S.O (West Siang),791101,Delivery,Basar,West Siang,ARUNACHAL PRADESH
Bordumsa S.O,792056,Delivery,Bordumsa,Changlang,ARUNACHAL PRADESH
Doimukh S.O,791112,Delivery,Diomukh,Papum Pare,ARUNACHAL PRADESH
Kimin S.O,791121,Delivery,Kimin,Papum Pare,ARUNACHAL PRADESH
Miao S.O,792122,Delivery,Miao,Changlang,ARUNACHAL PRADESH
Naharlagun S.O,791110,Delivery,Naharlagun,Papum Pare,ARUNACHAL PRADESH
Along S.O,791001,Delivery,Bordumsa Circle,West Siang,ARUNACHAL PRADESH
Ram Krishna Mission S.O,791113,Delivery,Itanagar,Papum Pare,ARUNACHAL PRADESH
Roing S.O,792110,Delivery,Roing,Dibang Valley,ARUNACHAL PRADESH
Tezu S.O,792001,Delivery,Tezu,Lohit,ARUNACHAL PRADESH
Vijoynagar S.O,792055,Delivery,Vijoynagar,Changlang,ARUNACHAL PRADESH
Yingkiong S.O,791002,Delivery,Yingkiong,Upper Siang,ARUNACHAL PRADESH
Bhalukpong S.O,790114,Delivery,Bhalukpong,West Kameng,ARUNACHAL PRADESH
Deomali S.O,792129,Delivery,Deomali,Tirap,ARUNACHAL PRADESH
Mechuka S.O,791003,Delivery,Mechuka,West Siang,ARUNACHAL PRADESH
Palin S.O,791118,Delivery,Palin,Kurung Kumey,ARUNACHAL PRADESH
Bomdila S.O,790001,Delivery,Bomdila,West Kameng,ARUNACHAL PRADESH
Chowkham S.O,792102,Delivery,Chowkham,Lohit,ARUNACHAL PRADESH
Dirang S.O,790101,Delivery,Dirang,West Kameng,ARUNACHAL PRADESH
Hill Top S.O,791103,Delivery,Pasighat,East Siang,ARUNACHAL PRADESH
Kalaktang S.O,790002,Delivery,Kalaktang,West Kameng,ARUNACHAL PRADESH
Khonsa S.O,792130,Delivery,Khonsa,Tirap,ARUNACHAL PRADESH
Namsai S.O,792103,Delivery,Namsai,Lohit,ARUNACHAL PRADESH
Nirjuli S.O,791109,Delivery,Nirjuli,Papum Pare,ARUNACHAL PRADESH
Pasighat S.O,791102,Delivery,Pasighat,East Siang,ARUNACHAL PRADESH
Hayuliang S.O,792104,Delivery,Hayuliang,Lohit,ARUNACHAL PRADESH
Sunpura S.O,792111,Delivery,Sunpura,Lohit,ARUNACHAL PRADESH
Tenga Market S.O,790116,Delivery,Tengaf Market,West Kameng,ARUNACHAL PRADESH
Chandrapur S.O (North Tripura),799251,Delivery,Chandrapur,North Tripura,TRIPURA
Dharmanagar H.O,799250,Delivery,Dharmanagar,North Tripura,TRIPURA
Halflongcherra S.O,799254,Delivery,Halflong,North Tripura,TRIPURA
Kanchancherra,799266,Delivery,Manu,Dhalai,TRIPURA
Kanchanpur S.O (North Tripura),799270,Delivery,Kanchanpur,North Tripura,TRIPURA
Pecharthal S.O,799263,Delivery,Pecharthal,North Tripura,TRIPURA
Sonamukhi S.O (North Tripura),799280,Delivery,Sonamukhi,North Tripura,TRIPURA
Kamalpur S.O (Dhalai),799285,Delivery,Kamalpur,Dhalai,TRIPURA
Salema S.O,799278,Delivery,Salema,Dhalai,TRIPURA
Baburbazar S.O,799281,Delivery,Gournagar,North Tripura,TRIPURA
Kadamtala S.O (North Tripura),799261,Delivery,Kadamtala,North Tripura,TRIPURA
Kailashahar S.O,799277,Delivery,Kailashahar,North Tripura,TRIPURA
Kalyanpur S.O (West Tripura),799203,Delivery,Kalyanpur,West Tripura,TRIPURA
Teliamura S.O,799205,Delivery,Teliamura,West Tripura,TRIPURA
Halahali S.O,799286,Delivery,Halahali,Dhalai,TRIPURA
Jampui S.O,799269,Delivery,Jampui,North Tripura,TRIPURA
Khowai Court S.O,799202,Delivery,Khowai,West Tripura,TRIPURA
Panisagar S.O,799260,Delivery,Panisagar,North Tripura,TRIPURA
Tripura Damcherra S.O,799256,Delivery,Damcherra,North Tripura,TRIPURA
Chailengta S.O,799273,Delivery,Chailengta,Dhalai,TRIPURA
Dasdabazar S.O,799271,Delivery,Dasda,North Tripura,TRIPURA
Fatikroy S.O,799290,Delivery,Fatikroy,North Tripura,TRIPURA
Kanchanbari S.O,799288,Delivery,Kanchanbari,North Tripura,TRIPURA
Manikbhander S.O,799287,Delivery,Manikbhander,Dhalai,TRIPURA
Churaibari S.O,799262,Delivery,Churaibari,North Tripura,TRIPURA
Khowai S.O,799201,Delivery,Khowai,West Tripura,TRIPURA
Kulaibazar S.O,799204,Delivery,Kulai,Dhalai,TRIPURA
Paiturbazar S.O,799279,Delivery,Gournagar,North Tripura,TRIPURA
Rajbari S.O,799253,Delivery,Dharmanagar,North Tripura,TRIPURA
Ambassa S.O,799289,Delivery,Ambassa,Dhalai,TRIPURA
Chebri S.O,799207,Delivery,Chebri,West Tripura,TRIPURA
Kumarghat S.O,799264,Delivery,Kumarghat,North Tripura,TRIPURA
Manughat S.O,799275,Delivery,Manughat,Dhalai,TRIPURA
Sarma S.O,799284,Delivery,Sarma,Dhalai,TRIPURA
Balat S.O,793106,Delivery,Balat,East Khasi Hills,MEGHALAYA
Madanriting S.O,793021,Delivery,Shillong,East Khasi Hills,MEGHALAYA
Nongmynsong S.O,793019,Delivery,Shillong,East Khasi Hills,MEGHALAYA
Nongstoin S.O,793119,Delivery,Nongstoin,West Khasi Hills,MEGHALAYA
Pynursla S.O,793110,Delivery,Pynursla,East Khasi Hills,MEGHALAYA
Barengapara S.O,794103,Delivery,Barengapara,West Garo Hills,MEGHALAYA
Byrnihat S.O,793101,Delivery,Byrnihat,Ri Bhoi,MEGHALAYA
Jowai S.O,793150,Delivery,Jowai,Jaintia Hills,MEGHALAYA
Lower Chandmari S.O,794002,Delivery,Lower Chandmari,West Garo Hills,MEGHALAYA
Mairang S.O,793120,Delivery,Mairang,West Khasi Hills,MEGHALAYA
Mawlai S.O,793017,Delivery,Shillong,East Khasi Hills,MEGHALAYA
Nongthymmai S.O,793014,Delivery,Shillong,East Khasi Hills,MEGHALAYA
Phudmawri S.O,793008,Delivery,Shillong,East Khasi Hills,MEGHALAYA
Rongra S.O,794114,Delivery,Rongra,South Garo Hills,MEGHALAYA
Umsning S.O,793105,Delivery,Umsning,Ri Bhoi,MEGHALAYA
Williamnagar S.O,794111,Delivery,Williamnagar,East Garo Hills,MEGHALAYA
Cherrabazar S.O,793111,Delivery,Cherrabazar,East Khasi Hills,MEGHALAYA
Garobadha S.O,794105,Delivery,Grobadha,West Garo Hills,MEGHALAYA
Happy Valley S.O,793007,Delivery,Shillong,East Khasi Hills,MEGHALAYA
Laitumkhrah S.O,793003,Delivery,Shillong,East Khasi Hills,MEGHALAYA
Mawphlang S.O,793121,Delivery,Mawphlang,East Khasi Hills,MEGHALAYA
Neigrihms S.O,793018,Delivery,NA,East Khasi Hills,MEGHALAYA
Nonglyer S.O,793009,Delivery,Shillong,East Khasi Hills,MEGHALAYA
Rongjeng S.O,794110,Delivery,Rongjeng,East Garo Hills,MEGHALAYA
Assam Rifles S.O,793011,Delivery,Shillong,East Khasi Hills,MEGHALAYA
Baghmara S.O,794102,Delivery,Baghmara,South Garo Hills,MEGHALAYA
Dawki S.O,793109,Delivery,Dawki,East Khasi Hills,MEGHALAYA
Fulbari S.O (West Garo Hills),794104,Delivery,Fulbari,West Garo Hills,MEGHALAYA
Iewduh S.O,793002,Delivery,Shillong,East Khasi Hills,MEGHALAYA
Khliehriat S.O,793200,Delivery,Khliehriat,Jaintia Hills,MEGHALAYA
Mawsynram S.O,793113,Delivery,Mawsynram,East Khasi Hills,MEGHALAYA
Mendipathar S.O,794112,Delivery,Mendipathar,West Garo Hills,MEGHALAYA
Rynjah S.O,793006,Delivery,Shillong,East Khasi Hills,MEGHALAYA
Sumer S.O,793104,Delivery,Sumer,East Khasi Hills,MEGHALAYA
Tikrikilla S.O,794109,Delivery,Tikrikilla,West Garo Hills,MEGHALAYA
Tura H.O,794001,Delivery,Tura,West Garo Hills,MEGHALAYA
Upper Shillong S.O,793005,Delivery,Shillong,East Khasi Hills,MEGHALAYA
Dobasipara S.O,794005,Delivery,Dobasipara,West Garo Hills,MEGHALAYA
Laitkor Peak S.O,793010,Delivery,Shillong,East Khasi Hills,MEGHALAYA
Resubelpara S.O,794108,Delivery,Resubelpara,West Garo Hills,MEGHALAYA
Sohiong S.O,793115,Delivery,NA,West Khasi Hills,MEGHALAYA
Ampati S.O,794115,Delivery,Ampati,West Garo Hills,MEGHALAYA
Araimile S.O,794101,Delivery,Araimile,West Garo Hills,MEGHALAYA
Laban S.O,793004,Delivery,Shillong,East Khasi Hills,MEGHALAYA
Shella S.O,793112,Delivery,Shella,East Khasi Hills,MEGHALAYA
Shillong G.P.O. ,793001,Delivery,Shillong,East Khasi Hills,MEGHALAYA
Ucc S.O,793122,Delivery,Ucc,Ri Bhoi,MEGHALAYA
Bholaganj Bazar S.O,793107,Delivery,Bholaganj Bazar,East Khasi Hills,MEGHALAYA
Cherrapunjee S.O,793108,Delivery,Cherrapunjee,East Khasi Hills,MEGHALAYA
Ladrymbai S.O,793160,Delivery,Ladrymbai,Jaintia Hills,MEGHALAYA
Mahendraganj S.O (West Garo Hills),794106,Delivery,Mahendraganj,West Garo Hills,MEGHALAYA
Mawiong S.O,793016,Delivery,Shillong,East Khasi Hills,MEGHALAYA
Mawpat S.O,793012,Delivery,Shillong,East Khasi Hills,MEGHALAYA
Nangwalbibra S.O,794107,Delivery,Nangwalbibra,West Garo Hills,MEGHALAYA
Nongpoh S.O,793102,Delivery,Nongpoh,Ri Bhoi,MEGHALAYA
Smit S.O,793015,Delivery,Mawkynrew,East Khasi Hills,MEGHALAYA
Umsaw S.O,793123,Delivery,Umsaw,Ri Bhoi,MEGHALAYA
Lumshnong S.O,793210,Delivery,NA,Jaintia Hills,MEGHALAYA
Mawkyrwat S.O,793114,Delivery,Mawkyrwat,West Khasi Hills,MEGHALAYA
Nehu S.O,793022,Delivery,Shillong,East Khasi Hills,MEGHALAYA
Thadlaskein S.O,793151,Delivery,Thadlaskein,Jaintia Hills,MEGHALAYA
Umiam S.O,793103,Delivery,Umiam,Ri Bhoi,MEGHALAYA
Ballipadar S.O,761117,Delivery,Buguda,Ganjam,ODISHA
Jagannath Prasad S.O,761121,Delivery,Buguda,Ganjam,ODISHA
Mundamarai S.O,761114,Delivery,Aska,Ganjam,ODISHA
Nimina S.O,761122,Delivery,Aska,Ganjam,ODISHA
Nuagam S.O,761111,Delivery,Aska,Ganjam,ODISHA
Asura Bandha S.O,761151,Delivery,Surada,Ganjam,ODISHA
Baragam S.O,761120,Delivery,Bhanjanagar,Ganjam,ODISHA
Hinjilicut S.O,761102,Delivery,Hinjili,Ganjam,ODISHA
Pattapur S.O,761013,Delivery,Digapahandi,Ganjam,ODISHA
Surada S.O,761108,Delivery,Surada,Ganjam,ODISHA
Badagada S.O,761109,Delivery,Surada,Ganjam,ODISHA
Bellagunhta S.O,761119,Delivery,Bhanjanagar,Ganjam,ODISHA
Bhanjanagar H.O,761126,Delivery,Bhanjanagar,Ganjam,ODISHA
Bhetonoi S.O,761116,Delivery,Aska,Ganjam,ODISHA
Gobara S.O,761124,Delivery,Bhanjanagar,Ganjam,ODISHA
Gunthapada S.O,761115,Delivery,Aska,Ganjam,ODISHA
Kabisuryanagar S.O,761104,Delivery,Kodala,Ganjam,ODISHA
Mujjagada S.O,761132,Delivery,Bhanjanagar,Ganjam,ODISHA
Pitala S.O,761103,Delivery,Aska,Ganjam,ODISHA
Buguda S.O,761118,Delivery,Buguda,Ganjam,ODISHA
Dharakote S.O,761107,Delivery,Asika,Ganjam,ODISHA
Kanchuru S.O,761101,Delivery,Hinjili,Ganjam,ODISHA
Burupada S.O,761146,Delivery,Hinjili,Ganjam,ODISHA
Gangapur (Ganjam) S.O,761123,Delivery,Bhanjanagar,Ganjam,ODISHA
Karachulli S.O,761143,Delivery,Buguda,Ganjam,ODISHA
Kullada S.O,761131,Delivery,Bhanjanagar,Ganjam,ODISHA
Aska H.O,761110,Delivery,Aska,Ganjam,ODISHA
Jillundi S.O,761133,Delivery,Bhanjanagar,Ganjam,ODISHA
Tanarada S.O,761140,Delivery,Bhanjanagar,Ganjam,ODISHA
Badakodanda S.O,761125,Delivery,Bhanjanagar,Ganjam,ODISHA
Gallery S.O,761141,Delivery,Bhanjanagar,Ganjam,ODISHA
Konkarada S.O,761144,Delivery,Digapahandi,Ganjam,ODISHA
Seragada S.O,761106,Delivery,Aska,Ganjam,ODISHA
Beguniapada S.O,761031,Delivery,Kodala,Ganjam,ODISHA
Berhampur University S.O,760007,Delivery,Brahmapur Sadar,Ganjam,ODISHA
Khallikote RS S.O,761029,Delivery,Chhatrapur,Ganjam,ODISHA
Matikhalo S.O,761045,Delivery,Chhatrapur,Ganjam,ODISHA
Nuapada S.O,761011,Delivery,Digapahandi,Ganjam,ODISHA
Pandia S.O,761043,Delivery,Purushottampur,Ganjam,ODISHA
Parlakhemundi H.O,761200,Delivery,Parlakhemundi,Gajapati,ODISHA
Rayagada S.O,761213,Delivery,Rayagada,Gajapati,ODISHA
Station Road Paralakhemundi S.O,761201,Delivery,Paralakhemundi,Gajapati,ODISHA
Chatrapur H.O,761020,Delivery,Chatrapur,Ganjam,ODISHA
Chikiti S.O,761010,Delivery,Chikiti,Ganjam,ODISHA
Golanthara S.O,761008,Delivery,Berhampur,Ganjam,ODISHA
Jaradagada S.O,761005,Delivery,Berhampur,Ganjam,ODISHA
Kukudakhandi S.O,761100,Delivery,Berhampur,Ganjam,ODISHA
Mohana S.O,761015,Delivery,Mohana,Gajapati,ODISHA
Nimakhandi S.O,761001,Delivery,Berhampur,Ganjam,ODISHA
Nuagada S.O,761214,Delivery,R.udayagiri,Gajapati,ODISHA
Rambha S.O,761028,Delivery,Rambha,Ganjam,ODISHA
Digapahandi S.O,761012,Delivery,Digapahandi,Ganjam,ODISHA
Ganjam S.O,761026,Delivery,Chhatrapur,Ganjam,ODISHA
Humma S.O,761027,Delivery,Chatrapur,Ganjam,ODISHA
Jayantipur S.O,761006,Delivery,Berhampur,Ganjam,ODISHA
Jayashree S.O,761025,Delivery,Chhatrapur,Ganjam,ODISHA
Nabeen S.O,760009,Delivery,Brahmapur Sadar,Ganjam,ODISHA
Purushottampur S.O,761018,Delivery,Purushottampur,Ganjam,ODISHA
Badakharida S.O,761041,Delivery,Chhatrapur,Ganjam,ODISHA
Bomokei S.O,761042,Delivery,Bomakei,Ganjam,ODISHA
Chandragiri S.O,761017,Delivery,Mohana,Gajapati,ODISHA
Garabandha S.O,761215,Delivery,Paralakhemundi,Gajapati,ODISHA
Golabandha S.O,761052,Delivery,Berhampur,Ganjam,ODISHA
Kashinagar S.O (Gajapati),761206,Delivery,Kashinagara,Gajapati,ODISHA
Narayanapur S.O (Gajapati),761212,Delivery,Paralakhemundi,Gajapati,ODISHA
Panigrahipentho S.O,760006,Delivery,Brahmapur Sadar,Ganjam,ODISHA
Patrapur S.O,761004,Delivery,Jarada,Ganjam,ODISHA
Gumma S.O (Gajapati),761207,Delivery,Serango,Gajapati,ODISHA
Khallikote S.O,761030,Delivery,Khallikote,Ganjam,ODISHA
Kharada S.O,761208,Delivery,Paralakhemundi,Gajapati,ODISHA
Lanjipalli S.O,760008,Delivery,Brahmapur Sadar,Ganjam,ODISHA
Padmanavapur S.O,761007,Delivery,Digapahandi,Ganjam,ODISHA
Polosara S.O,761105,Delivery,Kodala,Ganjam,ODISHA
Sumandala S.O,761035,Delivery,Kodala,Ganjam,ODISHA
Ballipada S.O,761054,Delivery,Berhampur,Ganjam,ODISHA
Berhampur City S.O,760002,Delivery,Berhampur,Ganjam,ODISHA
Berhampur(GM) H.O,760001,Delivery,Brahmapur Sadar,Ganjam,ODISHA
Bhatakumarada S.O,761003,Delivery,Purushottampur,Ganjam,ODISHA
Gopalpur S.O (Ganjam),761002,Delivery,Berhampur,Ganjam,ODISHA
Gosaninuagam S.O,760003,Delivery,Brahmapur Sadar,Ganjam,ODISHA
Gurandi S.O,761210,Delivery,Parlakhemundi,Gajapati,ODISHA
Hillpatna S.O,760005,Delivery,Brahmapur Sadar,Ganjam,ODISHA
Odava S.O,761217,Delivery,Mohana,Gajapati,ODISHA
Khariaguda S.O,761209,Delivery,Jarada,Ganjam,ODISHA
Kodala S.O,761032,Delivery,Kodala,Ganjam,ODISHA
Pratapur S.O (Ganjam),761019,Delivery,Purushottampur,Ganjam,ODISHA
Pudamari S.O,761014,Delivery,Digapahandi,Ganjam,ODISHA
R.Udayagiri S.O,761016,Delivery,R.udayagiri,Gajapati,ODISHA
Surangi S.O,761037,Delivery,Jarada,Ganjam,ODISHA
Bissmagiri S.O,761055,Delivery,Bissmagiri,Ganjam,ODISHA
Engineering School S.O,760010,Delivery,Brahmapur Sadar,Ganjam,ODISHA
Girisola S.O,761009,Delivery,Girisola,Ganjam,ODISHA
Medical College S.O (Ganjam),760004,Delivery,Brahmapur Sadar,Ganjam,ODISHA
Uppalada S.O,761211,Delivery,Parlakhemundi,Gajapati,ODISHA
Boden S.O,766111,Delivery,Khariar,Nuapada,ODISHA
Karlamunda S.O,766032,Delivery,Bhawanipatna,Kalahandi,ODISHA
Narla S.O,766100,Delivery,Madanpur Rampur,Kalahandi,ODISHA
Nawapara Tanwat S.O,766105,Delivery,Nuapada,Nuapada,ODISHA
Risida S.O,766031,Delivery,Madanpur Rampur,Kalahandi,ODISHA
Rupra Road S.O,766101,Delivery,Madanpur Rampur,Kalahandi,ODISHA
Ampani S.O,766028,Delivery,Jaipatna,Kalahandi,ODISHA
Bhawanipatna H.O,766001,Delivery,Kesinga,Kalahandi,ODISHA
Jaipatna S.O,766018,Delivery,Jaipatna,Kalahandi,ODISHA
Komna S.O,766106,Delivery,Nuapada,Nuapada,ODISHA
Utkela S.O,766011,Delivery,Kesinga,Kalahandi,ODISHA
Charbahal S.O,766017,Delivery,Dharamgarh,Kalahandi,ODISHA
Kalampur S.O,766013,Delivery,Jaipatna,Kalahandi,ODISHA
Lanjigarh S.O,766027,Delivery,Lanjigarh,Kalahandi,ODISHA
Mahichala S.O,766023,Delivery,Jaipatn A,Kalahandi,ODISHA
Mukhiguda S.O,766026,Delivery,Jaipatna,Kalahandi,ODISHA
Narla Road S.O,766110,Delivery,Madanpur Rampur,Kalahandi,ODISHA
Sinhapalli S.O,766108,Delivery,Sinhapalli,Nuapada,ODISHA
Biswanathpur S.O,766020,Delivery,Lanjigarh,Kalahandi,ODISHA
Dharamgarh S.O,766015,Delivery,Dharamgarh,Kalahandi,ODISHA
Kesinga S.O,766012,Delivery,Kesinga,Kalahandi,ODISHA
Khariar Road S.O,766104,Delivery,Jonk,Nuapada,ODISHA
Madanpur Rampur S.O,766102,Delivery,Madanpur Rampur,Kalahandi,ODISHA
Junagarh S.O,766014,Delivery,Dharamgarh,Kalahandi,ODISHA
Khariar S.O,766107,Delivery,Khariar,Nuapada,ODISHA
Parla S.O,766103,Delivery,Dharamgarh,Kalahandi,ODISHA
Thuamul Rampur S.O,766037,Delivery,Bhawanipatna,Kalahandi,ODISHA
Borda S.O,766036,Delivery,Bhawanipatna,Kalahandi,ODISHA
Golamunda S.O,766016,Delivery,Dharamgarh,Kalahandi,ODISHA
Koksara S.O,766019,Delivery,Jaipatna,Kalahandi,ODISHA
Bhawanipatna G.Chowk S.O,766002,Delivery,Sadar,Kalahandi,ODISHA
Duajhar S.O,766118,Delivery,Sinhapalli,Nuapada,ODISHA
Sosia S.O,766029,Delivery,Dharamgarh,Kalahandi,ODISHA
Ambadola S.O,765021,Delivery,Bissamcuttack,Rayagada,ODISHA
Bissamcuttack S.O,765019,Delivery,Bissamcuttack,Rayagada,ODISHA
Dambasora S.O,765033,Delivery,Gunupur,Rayagada,ODISHA
J.K.Pur S.O,765017,Delivery,Rayagada,Rayagada,ODISHA
Jolaput S.O,764041,Delivery,Machhkund,Koraput,ODISHA
Kalimela S.O,764047,Delivery,Malkangiri,Malkangiri,ODISHA
Khairaput,764046,Delivery,Malkangiri,Malkangiri,ODISHA
Kosagumuda S.O,764061,Delivery,Kodinga,Nabarangapur,ODISHA
Lamtaput S.O,764081,Delivery,Machkund,Koraput,ODISHA
Nandapur S.O,764037,Delivery,Pottangi,Koraput,ODISHA
Omp Line S.O,764021,Delivery,Koraput,Koraput,ODISHA
Onukadeli S.O,764042,Delivery,Machkund,Koraput,ODISHA
Prasadraopeta S.O,764003,Delivery,Jeypur,Koraput,ODISHA
Rayagada S.F. S.O,765002,Delivery,Rayagada,Rayagada,ODISHA
Bariniput S.O,764006,Delivery,NA,Koraput,ODISHA
Bhairabsinghpur S.O,764057,Delivery,Borigumma,Koraput,ODISHA
Borigumma S.O,764056,Delivery,Borigumma,Koraput,ODISHA
Chitrakonda S.O,764052,Delivery,Chitrakonda,Malkangiri,ODISHA
Jharigam S.O,764076,Delivery,Umerkote,Nabarangapur,ODISHA
Kashipur (Rayagada) S.O,765015,Delivery,Kashipur,Rayagada,ODISHA
Kotpad S.O,764058,Delivery,Kotpad,Koraput,ODISHA
Malkangiri S.O,764045,Delivery,Malkangiri,Malkangiri,ODISHA
Nabarangpur S.O,764059,Delivery,Nabarangpur,Nabarangapur,ODISHA
Rayagada(K) H.O,765001,Delivery,Rayagada(k),Rayagada,ODISHA
Bandhugam S.O,764027,Delivery,Koraput,Koraput,ODISHA
Bikrampur S.O,764062,Delivery,Gunupur,Rayagada,ODISHA
Dabugam S.O,764072,Delivery,Umerkote,Nabarangapur,ODISHA
Gunupur S.O,765022,Delivery,Gunupur,Rayagada,ODISHA
Jaganathpur S.O,765034,Delivery,Gunupur,Rayagada,ODISHA
Kolab Nagar S.O,764011,Delivery,Koraput,Koraput,ODISHA
Mirganiguda S.O,764063,Delivery,Nabarangapur,Nabarangapur,ODISHA
Papadahandi S.O,764071,Delivery,Kodinga,Nabarangapur,ODISHA
Pottangi S.O,764039,Delivery,Pottangi,Koraput,ODISHA
Ramanaguda S.O,765029,Delivery,Rayagada,Rayagada,ODISHA
Damanjodi S.O,763008,Delivery,Damanjodi,Koraput,ODISHA
Dasamanthpur S.O,764028,Delivery,Koraput,Koraput,ODISHA
Dongerbheja S.O,764078,Delivery,Nabarangpur,Nabarangapur,ODISHA
Jeypore(K) Irrigation Colony S.O,764004,Delivery,Jeypur,Koraput,ODISHA
Machhkund S.O,764040,Delivery,Machhkund,Koraput,ODISHA
Malkangiri Colony S.O,764048,Delivery,Malkangiri,Malkangiri,ODISHA
Mathili S.O,764044,Delivery,Malkangiri,Malkangiri,ODISHA
Narayanpatna S.O,764014,Delivery,Narayanpatna,Koraput,ODISHA
Raighar S.O,764074,Delivery,Umerkote,Nabarangapur,ODISHA
Ukkamba S.O,765024,Delivery,Gunupur,Rayagada,ODISHA
Balimela S.O,764051,Delivery,Malkangiri,Malkangiri,ODISHA
Boipariguda S.O,764043,Delivery,Jeypore(k),Koraput,ODISHA
Jeypore(K) H.O,764001,Delivery,Jeypore(k),Koraput,ODISHA
Muniguda S.O,765020,Delivery,Muniguda,Rayagada,ODISHA
Padmapur S.O,765025,Delivery,Gunupur,Rayagada,ODISHA
Umerkote S.O,764073,Delivery,Umerkote,Nabarangapur,ODISHA
Chandahandi S.O,764077,Delivery,Umerkote,Nabarangapur,ODISHA
Jayanagar S.O (Koraput),764005,Delivery,Jeypore(k),Koraput,ODISHA
Khatiguda S.O,764085,Delivery,Nabarangpur,Nabarangapur,ODISHA
Lachipeta S.O,764087,Delivery,Motu,Malkangiri,ODISHA
"Nad, Sunabeda S.O",763004,Delivery,Sunabeda,Koraput,ODISHA
Padwa S.O (Koraput),764038,Delivery,Pottangi,Koraput,ODISHA
Saradhapalli S.O,764086,Delivery,Malkangiri,Malkangiri,ODISHA
Anchalgumma S.O,764049,Delivery,Nabarangpur,Nabarangapur,ODISHA
Jeypore(K) R.S. S.O,764002,Delivery,Jeypur,Koraput,ODISHA
K.Singhpur S.O,765016,Delivery,K.singhpur,Rayagada,ODISHA
Koraput H.O,764020,Delivery,Koraput,Koraput,ODISHA
Laxmipur (Koraput) S.O,765013,Delivery,Laxmipur,Koraput,ODISHA
Sunabeda-1 S.O,763001,Delivery,Sunabeda,Koraput,ODISHA
Sunabeda-2 S.O,763002,Delivery,Sunabeda,Koraput,ODISHA
Therubali S.O,765018,Delivery,Rayagada,Rayagada,ODISHA
Turudihi,764088,Delivery,Umerkote,Nabarangapur,ODISHA
Ambaguda S.O,764055,Delivery,Jeypore(k),Koraput,ODISHA
"D.P.Camp, Sunabeda S.O",763003,Delivery,Sunabeda,Koraput,ODISHA
Gudari S.O,765026,Delivery,Gudari,Rayagada,ODISHA
Kodinga S.O,764075,Delivery,Kodinga,Nabarangapur,ODISHA
Kujendri S.O,765023,Delivery,Gunupur,Rayagada,ODISHA
Semiliguda S.O,764036,Delivery,Koraput,Koraput,ODISHA
Tentulikhunti S.O,764070,Delivery,Nabarangpur,Nabarangapur,ODISHA
Boudhraj S.O,762014,Delivery,Boudhraj,Boudh,ODISHA
Contractorpada S.O,762002,Delivery,Phulbani,Kandhamal,ODISHA
Daringbadiso S.O,762104,Delivery,Daringbadi,Kandhamal,ODISHA
Harabhanga S.O,762020,Delivery,Harabhanga,Boudh,ODISHA
